reviewId,sentenceId,text,aspect_term,polarity
_1720,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly â€“ yes, it was not a date this time) or the super reasonable price point, but I just canâ€™t say enough good things about this brasserie.",brasserie,1
_1721,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly â€“ yes, it was not a date this time) or the super reasonable price point, but I just canâ€™t say enough good things about this brasserie.",brasserie,1
_1722,Z#6:14,"I donâ€™t usually visit the same establishment more than once, what more twice, but Iâ€™ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,1
_1723,Z#6:14,"I donâ€™t usually visit the same establishment more than once, what more twice, but Iâ€™ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,1
_1724,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",service,-1
_1725,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",service,-1
_1726,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",drinks,-1
_1727,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",pita bread,-1
_1728,DBG#6:0,Great Shabu Shabu,Shabu Shabu,1
_1729,DBG#6:4,I tried a couple other dishes but wasn't too impressed.,dishes,0
_1730,DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu,1
_1731,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meat,1
_1732,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",sauces,1
_1733,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",service,1
_1734,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meal,1
_1735,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",kimchi,1
_1736,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",salad,1
_1737,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,Korean food,1
_1738,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,fusion twists,1
_1739,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,pork belly tacos,1
_1740,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",hot dogs,1
_1741,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",pork croquette sandwich,1
_1742,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",bun,1
_1743,TR#5:0,Restaurant with a view,view,0
_1744,TR#5:2,The food tasted very good.,food,1
_1745,TR#5:3,The family seafood entree was very good.,family seafood entree,1
_1746,TR#5:4,The main entree was also very good.,main entree,1
_1747,TR#5:6,"Price is high but the food is good, so I would come back again.",food,1
_1748,TR#5:6,"Price is high but the food is good, so I would come back again.",food,-1
_1749,Z#7:0,This place doesn't make any sense,place,-1
_1750,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",decor,-1
_1751,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",mirrored walls,-1
_1752,Z#7:3,This place is not inviting and the food is totally weird.,place,-1
_1753,Z#7:3,This place is not inviting and the food is totally weird.,food,-1
_1754,Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,japanese tapas,-1
_1755,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",food,-1
_1756,Z#10:0,Good Food,Food,1
_1757,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",food,1
_1758,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",sitting space,-1
_1759,Z#10:3,Over all it was a very nice romantic place .,place,1
_1760,Z#10:3,Over all it was a very nice romantic place .,place,1
_1761,P#7:1,A coworker and I tried Pacifico after work a few Fridays and loved it.,Pacifico,1
_1762,P#7:2,The atmosphere was great.,atmosphere,1
_1763,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",food,1
_1764,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",margaritas,0
_1765,P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.",waitress,0
_1766,P#7:5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant,1
_1767,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",patio,1
_1768,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,servers,-1
_1769,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",server,-1
_1770,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",appetizer,1
_1771,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",food,1
_1772,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",fit-out,1
_1773,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",furnishings,1
_1774,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",wine list,1
_1775,FF#3:0,How is this palce still open?,palce,-1
_1776,FF#3:5,Everything was going good until we got our meals.,meals,-1
_1777,FF#3:6,I took one look at the chicken and I was appalled.,chicken,-1
_1778,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",spinach,-1
_1779,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,-1
_1780,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,-1
_1781,FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",waitress,-1
_1782,FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",spinach,-1
_1783,FF#3:19,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",manager,-1
_1784,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",manager,-1
_1785,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",drinks,1
_1786,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",appetizers,1
_1787,FF#3:25,THIS STAFF SHOULD BE FIRED.,STAFF,-1
_1788,EVPK#9:0,cirspy crust margherita pizza,margherita pizza,1
_1789,EVPK#9:2,it was really good pizza.,pizza,1
_1790,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),crust,1
_1791,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),pizza,1
_1792,CLF#4:0,Single Worst Restaurant in Manhattan,Restaurant,-1
_1793,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",decor,1
_1794,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",pita,1
_1795,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",hummus,1
_1796,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",grilled octopus,1
_1797,CLF#4:3,If I could give 0 stars I would do so for this place.,place,-1
_1798,CLF#4:10,This place...god where do i begin.,place,-1
_1799,CLF#4:11,It is quite a spectacular scene i'll give them that.,scene,1
_1800,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,decor,0
_1801,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,eggplant,-1
_1802,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,eggplant,-1
_1803,CLF#4:13,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",place,-1
_1804,BHD#4:0,Great Hot Dogs!,Hot Dogs,1
_1805,BHD#4:2,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",food,1
_1806,BHD#4:2,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",Bark,0
_1807,BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",hot dogs,1
_1808,BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",Slamwich,1
_1809,BHD#4:4,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",Bark,1
_1810,BHD#4:5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,menu,-1
_1811,BHD#4:6,"But nonetheless--great spot, great food.",spot,1
_1812,BHD#4:6,"But nonetheless--great spot, great food.",food,1
